.draw,parameter,estimate
3265,p_switch_desantis,0.8584972363556926
3266,p_h2h_trump,0.48829718644944015
3266,p_h2h_desantis,0.5117028135505598
3266,p_multi_trump,0.46056607947928485
3266,p_multi_desantis,0.34182305213741865
3266,p_multi_other,0.19761086838329642
3266,p_switch_trump,0.14033189164660007
3266,p_switch_desantis,0.8596681083533999
3267,p_h2h_trump,0.49123227440677864
3267,p_h2h_desantis,0.5087677255932215
3267,p_multi_trump,0.4597340738306686
3267,p_multi_desantis,0.34431875652307986
3267,p_multi_other,0.19594716964625156
3267,p_switch_trump,0.16074843353427617
3267,p_switch_desantis,0.8392515664657239
3268,p_h2h_trump,0.48106032540541915
3268,p_h2h_desantis,0.5189396745945808
3268,p_multi_trump,0.45581306409587435
3268,p_multi_desantis,0.3497879320679813
3268,p_multi_other,0.19439900383614428
3268,p_switch_trump,0.1298734088721221
3268,p_switch_desantis,0.8701265911278779
3269,p_h2h_trump,0.4951202938613341
3269,p_h2h_desantis,0.5048797061386658
3269,p_multi_trump,0.46154973520584175
3269,p_multi_desantis,0.3425365910723512
3269,p_multi_other,0.195913673721807
3269,p_switch_trump,0.17135383160218712
3269,p_switch_desantis,0.8286461683978128
3270,p_h2h_trump,0.48384977515390115
3270,p_h2h_desantis,0.5161502248460987
3270,p_multi_trump,0.4583369159808393
3270,p_multi_desantis,0.3428183662311756
3270,p_multi_other,0.198844717787985
3270,p_switch_trump,0.12830544083280349
3270,p_switch_desantis,0.8716945591671965
3271,p_h2h_trump,0.4928917208420743
3271,p_h2h_desantis,0.5071082791579258
3271,p_multi_trump,0.46521661066047354
3271,p_multi_desantis,0.34572952046158584
3271,p_multi_other,0.18905386887794065
3271,p_switch_trump,0.14638743097856768
3271,p_switch_desantis,0.8536125690214323
3272,p_h2h_trump,0.48579942618588096
3272,p_h2h_desantis,0.514200573814119
3272,p_multi_trump,0.46006032367412075
3272,p_multi_desantis,0.3516291405176088
3272,p_multi_other,0.18831053580827045
3272,p_switch_trump,0.1366843464242843
3272,p_switch_desantis,0.8633156535757157
3273,p_h2h_trump,0.48637339250679323
3273,p_h2h_desantis,0.5136266074932068
3273,p_multi_trump,0.4582755894443797
3273,p_multi_desantis,0.35450856148540516
3273,p_multi_other,0.18721584907021513
3273,p_switch_trump,0.1500823952777391
3273,p_switch_desantis,0.849917604722261
3274,p_h2h_trump,0.48198679466505545
3274,p_h2h_desantis,0.5180132053349444
3274,p_multi_trump,0.46190962460738033
3274,p_multi_desantis,0.3481887429573435
3274,p_multi_other,0.18990163243527614
3274,p_switch_trump,0.1057240519747402
3274,p_switch_desantis,0.8942759480252599
3275,p_h2h_trump,0.47585294004167383
3275,p_h2h_desantis,0.5241470599583262
3275,p_multi_trump,0.45562329472187113
3275,p_multi_desantis,0.3444871882640134
3275,p_multi_other,0.19988951701411556
3275,p_switch_trump,0.10120413327315296
3275,p_switch_desantis,0.8987958667268471
3276,p_h2h_trump,0.4860045914085642
3276,p_h2h_desantis,0.5139954085914357
3276,p_multi_trump,0.46454161227241597
3276,p_multi_desantis,0.33922746926726677
3276,p_multi_other,0.19623091846031718
3276,p_switch_trump,0.10937613350919836
3276,p_switch_desantis,0.8906238664908016
3277,p_h2h_trump,0.48835173665972553
3277,p_h2h_desantis,0.5116482633402745
3277,p_multi_trump,0.46169832576353725
3277,p_multi_desantis,0.33938727920862405
3277,p_multi_other,0.19891439502783873
3277,p_switch_trump,0.13399437930300653
3277,p_switch_desantis,0.8660056206969934
3278,p_h2h_trump,0.48388933377847126
3278,p_h2h_desantis,0.5161106662215287
3278,p_multi_trump,0.45486011279730154
3278,p_multi_desantis,0.34774536310788046
3278,p_multi_other,0.19739452409481803
3278,p_switch_trump,0.14706193656732652
3278,p_switch_desantis,0.8529380634326734
3279,p_h2h_trump,0.499216267837823
3279,p_h2h_desantis,0.500783732162177
3279,p_multi_trump,0.4671109257888285
3279,p_multi_desantis,0.3402822660914197
3279,p_multi_other,0.19260680811975178
3279,p_switch_trump,0.1666885109743018
3279,p_switch_desantis,0.8333114890256982
3280,p_h2h_trump,0.4745286578105159
3280,p_h2h_desantis,0.5254713421894841
3280,p_multi_trump,0.45880797544858926
3280,p_multi_desantis,0.34868028454207517
3280,p_multi_other,0.1925117400093356
3280,p_switch_trump,0.08166090214115923
3280,p_switch_desantis,0.9183390978588408
3281,p_h2h_trump,0.4816351233652436
3281,p_h2h_desantis,0.5183648766347565
3281,p_multi_trump,0.46691970310526965
3281,p_multi_desantis,0.3417236291861227
3281,p_multi_other,0.19135666770860776
3281,p_switch_trump,0.07690048345941194
3281,p_switch_desantis,0.923099516540588
3282,p_h2h_trump,0.4862340884416074
3282,p_h2h_desantis,0.5137659115583926
3282,p_multi_trump,0.4674108660117324
3282,p_multi_desantis,0.3393996003955424
3282,p_multi_other,0.19318953359272523
3282,p_switch_trump,0.09743396590809854
3282,p_switch_desantis,0.9025660340919014
3283,p_h2h_trump,0.49162648159224565
3283,p_h2h_desantis,0.5083735184077544
3283,p_multi_trump,0.4592332460902331
3283,p_multi_desantis,0.35038207487184164
3283,p_multi_other,0.19038467903792525
3283,p_switch_trump,0.17014623059852269
3283,p_switch_desantis,0.8298537694014773
3284,p_h2h_trump,0.47980195234281386
3284,p_h2h_desantis,0.520198047657186
3284,p_multi_trump,0.4604030110443924
3284,p_multi_desantis,0.339672041376071
3284,p_multi_other,0.1999249475795365
3284,p_switch_trump,0.09703111859366109
3284,p_switch_desantis,0.9029688814063389
3285,p_h2h_trump,0.49549236035650396
3285,p_h2h_desantis,0.5045076396434961
3285,p_multi_trump,0.4587469949565723
3285,p_multi_desantis,0.3429048598856959
3285,p_multi_other,0.1983481451577318
3285,p_switch_trump,0.1852569146573604
3285,p_switch_desantis,0.8147430853426396
3286,p_h2h_trump,0.4880488386216846
3286,p_h2h_desantis,0.5119511613783156
3286,p_multi_trump,0.46526702685318383
3286,p_multi_desantis,0.342602091582153
3286,p_multi_other,0.19213088156466332
3286,p_switch_trump,0.1185744404177593
3286,p_switch_desantis,0.8814255595822408
3287,p_h2h_trump,0.48698884506288326
3287,p_h2h_desantis,0.5130111549371168
3287,p_multi_trump,0.45501527392580776
3287,p_multi_desantis,0.34665720899878294
3287,p_multi_other,0.1983275170754093
3287,p_switch_trump,0.1612160108116429
3287,p_switch_desantis,0.838783989188357
3288,p_h2h_trump,0.48473338839896957
3288,p_h2h_desantis,0.5152666116010305
3288,p_multi_trump,0.46520860209714954
3288,p_multi_desantis,0.34203450818167724
3288,p_multi_other,0.1927568897211733
3288,p_switch_trump,0.10129228755487313
3288,p_switch_desantis,0.8987077124451268
3289,p_h2h_trump,0.4816662946757036
3289,p_h2h_desantis,0.5183337053242962
3289,p_multi_trump,0.4634548773832701
3289,p_multi_desantis,0.34314268502854584
3289,p_multi_other,0.19340243758818396
3289,p_switch_trump,0.09416332865054909
3289,p_switch_desantis,0.9058366713494508
3290,p_h2h_trump,0.48802993138018114
3290,p_h2h_desantis,0.5119700686198189
3290,p_multi_trump,0.4594375913933763
3290,p_multi_desantis,0.35001026491887594
3290,p_multi_other,0.19055214368774773
3290,p_switch_trump,0.15004995185810266
3290,p_switch_desantis,0.8499500481418973
3291,p_h2h_trump,0.4837579207556046
3291,p_h2h_desantis,0.5162420792443954
3291,p_multi_trump,0.4671773389373064
3291,p_multi_desantis,0.34601382643826245
3291,p_multi_other,0.1868088346244311
3291,p_switch_trump,0.08875694691652317
3291,p_switch_desantis,0.9112430530834769
3292,p_h2h_trump,0.4820022732379806
3292,p_h2h_desantis,0.5179977267620194
3292,p_multi_trump,0.45960808187922947
3292,p_multi_desantis,0.34053312401325453
3292,p_multi_other,0.19985879410751597
3292,p_switch_trump,0.11205006744263628
3292,p_switch_desantis,0.8879499325573638
3293,p_h2h_trump,0.48963475018232916
3293,p_h2h_desantis,0.5103652498176707
3293,p_multi_trump,0.45898329044191294
3293,p_multi_desantis,0.34282526457185775
3293,p_multi_other,0.19819144498622926
3293,p_switch_trump,0.1546558164634501
3293,p_switch_desantis,0.8453441835365499
3294,p_h2h_trump,0.4846185354231081
3294,p_h2h_desantis,0.5153814645768917
3294,p_multi_trump,0.46836866334865385
3294,p_multi_desantis,0.34132619044251583
3294,p_multi_other,0.19030514620883024
3294,p_switch_trump,0.08538850576653657
3294,p_switch_desantis,0.9146114942334633
3295,p_h2h_trump,0.47528172071711083
3295,p_h2h_desantis,0.5247182792828893
3295,p_multi_trump,0.462758672326846
3295,p_multi_desantis,0.3435626064504786
3295,p_multi_other,0.1936787212226755
3295,p_switch_trump,0.06465887584969592
3295,p_switch_desantis,0.935341124150304
3296,p_h2h_trump,0.4935806064209945
3296,p_h2h_desantis,0.5064193935790053
3296,p_multi_trump,0.4539408259280434
3296,p_multi_desantis,0.3539318604683429
3296,p_multi_other,0.19212731360361357
3296,p_switch_trump,0.20632038073843928
3296,p_switch_desantis,0.7936796192615607
3297,p_h2h_trump,0.47799549101084726
3297,p_h2h_desantis,0.5220045089891526
3297,p_multi_trump,0.4674425705090648
3297,p_multi_desantis,0.33468537739287724
3297,p_multi_other,0.19787205209805792
3297,p_switch_trump,0.05333204153840206
3297,p_switch_desantis,0.9466679584615979
3298,p_h2h_trump,0.4715877590549514
3298,p_h2h_desantis,0.5284122409450487
3298,p_multi_trump,0.45754058173048423
3298,p_multi_desantis,0.34299510060035143
3298,p_multi_other,0.19946431766916445
3298,p_switch_trump,0.07042451245724125
3298,p_switch_desantis,0.9295754875427589
3299,p_h2h_trump,0.49360728745660565
3299,p_h2h_desantis,0.5063927125433944
3299,p_multi_trump,0.46069136320151227
3299,p_multi_desantis,0.34344347050845236
3299,p_multi_other,0.19586516629003536
3299,p_switch_trump,0.16805399795465298
3299,p_switch_desantis,0.831946002045347
3300,p_h2h_trump,0.48852379736538953
3300,p_h2h_desantis,0.5114762026346106
3300,p_multi_trump,0.4554224400404031
3300,p_multi_desantis,0.3467972885300036
3300,p_multi_other,0.19778027142959345
3300,p_switch_trump,0.16736430325291565
3300,p_switch_desantis,0.8326356967470844
3301,p_h2h_trump,0.4836661656013312
3301,p_h2h_desantis,0.5163338343986689
3301,p_multi_trump,0.46364790470440664
3301,p_multi_desantis,0.34457289244707145
3301,p_multi_other,0.19177920284852193
3301,p_switch_trump,0.10438181304119871
3301,p_switch_desantis,0.8956181869588012
3302,p_h2h_trump,0.48791958990052076
3302,p_h2h_desantis,0.5120804100994791
3302,p_multi_trump,0.45823230787525454
3302,p_multi_desantis,0.34335298226877425
3302,p_multi_other,0.1984147098559711
3302,p_switch_trump,0.14962238458436958
3302,p_switch_desantis,0.8503776154156305
3303,p_h2h_trump,0.4874975947623832
3303,p_h2h_desantis,0.5125024052376168
3303,p_multi_trump,0.46058944504826727
3303,p_multi_desantis,0.34333531120903155
3303,p_multi_other,0.19607524374270116
3303,p_switch_trump,0.13723379453974316
3303,p_switch_desantis,0.8627662054602568
3304,p_h2h_trump,0.48797456141581963
3304,p_h2h_desantis,0.5120254385841803
3304,p_multi_trump,0.4597531278960448
3304,p_multi_desantis,0.3453596206018596
3304,p_multi_other,0.1948872515020955
3304,p_switch_trump,0.14480902830871623
3304,p_switch_desantis,0.8551909716912839
3305,p_h2h_trump,0.4791445132028273
3305,p_h2h_desantis,0.5208554867971729
3305,p_multi_trump,0.4638419403586219
3305,p_multi_desantis,0.34268447432838905
3305,p_multi_other,0.19347358531298914
3305,p_switch_trump,0.07909386089811636
3305,p_switch_desantis,0.9209061391018838
3306,p_h2h_trump,0.48048313716097957
3306,p_h2h_desantis,0.5195168628390204
3306,p_multi_trump,0.4526372281858316
3306,p_multi_desantis,0.3503940966109902
3306,p_multi_other,0.19696867520317823
3306,p_switch_trump,0.14137227123259188
3306,p_switch_desantis,0.8586277287674082
3307,p_h2h_trump,0.483233250380932
3307,p_h2h_desantis,0.516766749619068
3307,p_multi_trump,0.4627115151864981
3307,p_multi_desantis,0.3508074084607779
3307,p_multi_other,0.18648107635272398
3307,p_switch_trump,0.11004727984097204
3307,p_switch_desantis,0.8899527201590279
3308,p_h2h_trump,0.49050782050822395
3308,p_h2h_desantis,0.5094921794917762
3308,p_multi_trump,0.4625428395144948
3308,p_multi_desantis,0.34343955619501676
3308,p_multi_other,0.1940176042904885
3308,p_switch_trump,0.14413630709437678
3308,p_switch_desantis,0.8558636929056231
3309,p_h2h_trump,0.4803106028390873
3309,p_h2h_desantis,0.5196893971609127
3309,p_multi_trump,0.46077707742095597
3309,p_multi_desantis,0.34734495115025166
3309,p_multi_other,0.1918779714287923
3309,p_switch_trump,0.10180181327057848
3309,p_switch_desantis,0.8981981867294215
3310,p_h2h_trump,0.49844092892680913
3310,p_h2h_desantis,0.501559071073191
3310,p_multi_trump,0.4550898192307261
3310,p_multi_desantis,0.3491134145929756
3310,p_multi_other,0.19579676617629838
3310,p_switch_trump,0.2214087114035839
3310,p_switch_desantis,0.7785912885964161
3311,p_h2h_trump,0.4895742066203813
3311,p_h2h_desantis,0.5104257933796188
3311,p_multi_trump,0.4491647915729605
3311,p_multi_desantis,0.35450980561513606
3311,p_multi_other,0.1963254028119035
3311,p_switch_trump,0.20582876422841961
3311,p_switch_desantis,0.7941712357715804
3312,p_h2h_trump,0.48978341146581156
3312,p_h2h_desantis,0.5102165885341885
3312,p_multi_trump,0.46931366147321296
3312,p_multi_desantis,0.34181513894237575
3312,p_multi_other,0.18887119958441126
3312,p_switch_trump,0.10837941431854008
3312,p_switch_desantis,0.89162058568146
3313,p_h2h_trump,0.4859790224823646
3313,p_h2h_desantis,0.5140209775176355
3313,p_multi_trump,0.4654791766384947
3313,p_multi_desantis,0.34528107401997776
3313,p_multi_other,0.18923974934152765
3313,p_switch_trump,0.10832737791716836
3313,p_switch_desantis,0.8916726220828316
3314,p_h2h_trump,0.4838056909455599
3314,p_h2h_desantis,0.5161943090544401
3314,p_multi_trump,0.4612576122456291
3314,p_multi_desantis,0.34718406789083855
3314,p_multi_other,0.19155831986353228
3314,p_switch_trump,0.11770868900914469
3314,p_switch_desantis,0.8822913109908553
3315,p_h2h_trump,0.495434910914752
3315,p_h2h_desantis,0.5045650890852482
3315,p_multi_trump,0.45600684884467896
3315,p_multi_desantis,0.3493996506824737
3315,p_multi_other,0.19459350047284749
3315,p_switch_trump,0.2026175693138045
3315,p_switch_desantis,0.7973824306861955
3316,p_h2h_trump,0.4757932991630147
3316,p_h2h_desantis,0.5242067008369853
3316,p_multi_trump,0.459986462015334
3316,p_multi_desantis,0.3442096234154318
3316,p_multi_other,0.19580391456923418
3316,p_switch_trump,0.08072789138284359
3316,p_switch_desantis,0.9192721086171564
3317,p_h2h_trump,0.4849775828224314
3317,p_h2h_desantis,0.5150224171775686
3317,p_multi_trump,0.46699926464526703
3317,p_multi_desantis,0.34041416531459096
3317,p_multi_other,0.192586570040142
3317,p_switch_trump,0.09335187896755748
3317,p_switch_desantis,0.9066481210324425
3318,p_h2h_trump,0.4781982694189414
3318,p_h2h_desantis,0.5218017305810585
3318,p_multi_trump,0.45808772626415756
3318,p_multi_desantis,0.3444878551881884
3318,p_multi_other,0.19742441854765397
3318,p_switch_trump,0.10186451758463504
3318,p_switch_desantis,0.8981354824153649
3319,p_h2h_trump,0.48058550640048997
3319,p_h2h_desantis,0.51941449359951
3319,p_multi_trump,0.4650296998311574
3319,p_multi_desantis,0.3396739827890913
3319,p_multi_other,0.19529631737975137
3319,p_switch_trump,0.07965232922996965
3319,p_switch_desantis,0.9203476707700303
3320,p_h2h_trump,0.4728219735075283
3320,p_h2h_desantis,0.5271780264924717
3320,p_multi_trump,0.4606928174013389
3320,p_multi_desantis,0.3428837643640698
3320,p_multi_other,0.19642341823459128
3320,p_switch_trump,0.0617500510641934
3320,p_switch_desantis,0.9382499489358066
3321,p_h2h_trump,0.47623740663198444
3321,p_h2h_desantis,0.5237625933680157
3321,p_multi_trump,0.4620522623075307
3321,p_multi_desantis,0.34209857122659615
3321,p_multi_other,0.1958491664658732
3321,p_switch_trump,0.07242892364785979
3321,p_switch_desantis,0.9275710763521403
3322,p_h2h_trump,0.4845125290121423
3322,p_h2h_desantis,0.5154874709878577
3322,p_multi_trump,0.46391365545484303
3322,p_multi_desantis,0.3382015784405059
3322,p_multi_other,0.1978847661046511
3322,p_switch_trump,0.10409529729239296
3322,p_switch_desantis,0.895904702707607
3323,p_h2h_trump,0.4761205060113689
3323,p_h2h_desantis,0.5238794939886312
3323,p_multi_trump,0.4573904074012436
3323,p_multi_desantis,0.3460195139668286
3323,p_multi_other,0.19659007863192784
3323,p_switch_trump,0.095274892509674
3323,p_switch_desantis,0.904725107490326
3324,p_h2h_trump,0.4910250548111785
3324,p_h2h_desantis,0.5089749451888216
3324,p_multi_trump,0.46281460456883283
3324,p_multi_desantis,0.34167175998781096
3324,p_multi_other,0.19551363544335626
3324,p_switch_trump,0.14428891457301313
3324,p_switch_desantis,0.8557110854269868
3325,p_h2h_trump,0.4818210930871867
3325,p_h2h_desantis,0.5181789069128132
3325,p_multi_trump,0.45714023405495563
3325,p_multi_desantis,0.34812610191402665
3325,p_multi_other,0.1947336640310176
3325,p_switch_trump,0.12674161478469304
3325,p_switch_desantis,0.873258385215307
3326,p_h2h_trump,0.47406367839333763
3326,p_h2h_desantis,0.5259363216066624
3326,p_multi_trump,0.4575797194020048
3326,p_multi_desantis,0.3485866304650888
3326,p_multi_other,0.19383365013290638
3326,p_switch_trump,0.08504178185794982
3326,p_switch_desantis,0.9149582181420501
3327,p_h2h_trump,0.48996736624211873
3327,p_h2h_desantis,0.5100326337578813
3327,p_multi_trump,0.4658618705562371
3327,p_multi_desantis,0.34052576207447943
3327,p_multi_other,0.19361236736928347
3327,p_switch_trump,0.12450390444275887
3327,p_switch_desantis,0.8754960955572412
3328,p_h2h_trump,0.49367221115280585
3328,p_h2h_desantis,0.5063277888471941
3328,p_multi_trump,0.46244763463748845
3328,p_multi_desantis,0.34281409848336436
3328,p_multi_other,0.19473826687914714
3328,p_switch_trump,0.16034124682179224
3328,p_switch_desantis,0.8396587531782077
3329,p_h2h_trump,0.48019276741604666
3329,p_h2h_desantis,0.5198072325839533
3329,p_multi_trump,0.4572468532175059
3329,p_multi_desantis,0.34845106036420304
3329,p_multi_other,0.19430208641829108
3329,p_switch_trump,0.11809401855388764
3329,p_switch_desantis,0.8819059814461123
3330,p_h2h_trump,0.4919477884060777
3330,p_h2h_desantis,0.5080522115939223
3330,p_multi_trump,0.46805359145178893
3330,p_multi_desantis,0.3392937340113954
3330,p_multi_other,0.19265267453681567
3330,p_switch_trump,0.12402733059240578
3330,p_switch_desantis,0.8759726694075942
3331,p_h2h_trump,0.48614814557557084
3331,p_h2h_desantis,0.5138518544244292
3331,p_multi_trump,0.4545751714962008
3331,p_multi_desantis,0.3474932892393575
3331,p_multi_other,0.19793153926444168
3331,p_switch_trump,0.1595146190278839
3331,p_switch_desantis,0.840485380972116
3332,p_h2h_trump,0.47621543739055905
3332,p_h2h_desantis,0.523784562609441
3332,p_multi_trump,0.46026537892574915
3332,p_multi_desantis,0.3439089611699658
3332,p_multi_other,0.19582565990428505
3332,p_switch_trump,0.08145029855947337
3332,p_switch_desantis,0.9185497014405266
3333,p_h2h_trump,0.4845822534306789
3333,p_h2h_desantis,0.515417746569321
3333,p_multi_trump,0.4577345591886691
3333,p_multi_desantis,0.34654519491249036
3333,p_multi_other,0.19572024589884052
3333,p_switch_trump,0.13717382235400527
3333,p_switch_desantis,0.8628261776459948
3334,p_h2h_trump,0.4844899661338136
3334,p_h2h_desantis,0.5155100338661864
3334,p_multi_trump,0.45129698726268375
3334,p_multi_desantis,0.348129971648959
3334,p_multi_other,0.2005730410883573
3334,p_switch_trump,0.16549072941715803
3334,p_switch_desantis,0.834509270582842
3335,p_h2h_trump,0.4943470598625298
3335,p_h2h_desantis,0.5056529401374702
3335,p_multi_trump,0.46648843200443124
3335,p_multi_desantis,0.3447360339026658
3335,p_multi_other,0.18877553409290296
3335,p_switch_trump,0.14757541538401023
3335,p_switch_desantis,0.8524245846159897
3336,p_h2h_trump,0.48640757920315375
3336,p_h2h_desantis,0.5135924207968463
3336,p_multi_trump,0.4616714017360977
3336,p_multi_desantis,0.3378779317405641
3336,p_multi_other,0.2004506665233383
3336,p_switch_trump,0.12340281973657612
3336,p_switch_desantis,0.8765971802634238
3337,p_h2h_trump,0.47678192029974253
3337,p_h2h_desantis,0.5232180797002574
3337,p_multi_trump,0.45318132982132686
3337,p_multi_desantis,0.34695844972610107
3337,p_multi_other,0.19986022045257198
3337,p_switch_trump,0.11808548206828501
3337,p_switch_desantis,0.881914517931715
3338,p_h2h_trump,0.4837645787639635
3338,p_h2h_desantis,0.5162354212360365
3338,p_multi_trump,0.4609067674445727
3338,p_multi_desantis,0.33850464225382576
3338,p_multi_other,0.2005885903016015
3338,p_switch_trump,0.11395369639430739
3338,p_switch_desantis,0.8860463036056927
3339,p_h2h_trump,0.48931483440644913
3339,p_h2h_desantis,0.5106851655935509
3339,p_multi_trump,0.450440142919598
3339,p_multi_desantis,0.3473864291127304
3339,p_multi_other,0.2021734279676716
3339,p_switch_trump,0.19228388160420043
3339,p_switch_desantis,0.8077161183957996
3340,p_h2h_trump,0.47934354557533604
3340,p_h2h_desantis,0.520656454424664
3340,p_multi_trump,0.4637223005803637
3340,p_multi_desantis,0.34534825200473157
3340,p_multi_other,0.1909294474149048
3340,p_switch_trump,0.08181684494705593
3340,p_switch_desantis,0.918183155052944
3341,p_h2h_trump,0.47932537751217213
3341,p_h2h_desantis,0.5206746224878278
3341,p_multi_trump,0.4643360780609557
3341,p_multi_desantis,0.3445420731619417
3341,p_multi_other,0.19112184877710256
3341,p_switch_trump,0.07842797433744891
3341,p_switch_desantis,0.921572025662551
3342,p_h2h_trump,0.47507616180867185
3342,p_h2h_desantis,0.5249238381913282
3342,p_multi_trump,0.45805916996139534
3342,p_multi_desantis,0.3519720854677875
3342,p_multi_other,0.1899687445708172
3342,p_switch_trump,0.08957785074445683
3342,p_switch_desantis,0.9104221492555432
3343,p_h2h_trump,0.47829543162971466
3343,p_h2h_desantis,0.5217045683702853
3343,p_multi_trump,0.45898020818733465
3343,p_multi_desantis,0.35122543636587
3343,p_multi_other,0.18979435544679532
3343,p_switch_trump,0.10176921962146865
3343,p_switch_desantis,0.8982307803785313
3344,p_h2h_trump,0.48571337677102033
3344,p_h2h_desantis,0.5142866232289798
3344,p_multi_trump,0.4637726832323719
3344,p_multi_desantis,0.34480732172044865
3344,p_multi_other,0.19141999504717946
3344,p_switch_trump,0.11462069849725284
3344,p_switch_desantis,0.8853793015027471
3345,p_h2h_trump,0.4801896832490173
3345,p_h2h_desantis,0.5198103167509828
3345,p_multi_trump,0.4645966788008733
3345,p_multi_desantis,0.34531209362229415
3345,p_multi_other,0.19009122757683256
3345,p_switch_trump,0.08202905860998488
3345,p_switch_desantis,0.9179709413900152
3346,p_h2h_trump,0.4814487586061936
3346,p_h2h_desantis,0.5185512413938065
3346,p_multi_trump,0.46926908020961483
3346,p_multi_desantis,0.33654039634504046
3346,p_multi_other,0.1941905234453448
3346,p_switch_trump,0.06272025112495666
3346,p_switch_desantis,0.9372797488750433
3347,p_h2h_trump,0.47314014156921747
3347,p_h2h_desantis,0.5268598584307826
3347,p_multi_trump,0.4585002305924679
3347,p_multi_desantis,0.34687298033917735
3347,p_multi_other,0.1946267890683548
3347,p_switch_trump,0.07522043109701546
3347,p_switch_desantis,0.9247795689029845
3348,p_h2h_trump,0.48782822512018215
3348,p_h2h_desantis,0.5121717748798179
3348,p_multi_trump,0.4686439858146295
3348,p_multi_desantis,0.33742002285361816
3348,p_multi_other,0.19393599133175232
3348,p_switch_trump,0.09892046944878591
3348,p_switch_desantis,0.9010795305512141
3349,p_h2h_trump,0.48348322918362097
3349,p_h2h_desantis,0.516516770816379
3349,p_multi_trump,0.4585333467764548
3349,p_multi_desantis,0.34503410569627296
3349,p_multi_other,0.1964325475272722
3349,p_switch_trump,0.1270150121313384
3349,p_switch_desantis,0.8729849878686616
3350,p_h2h_trump,0.49185743273193466
3350,p_h2h_desantis,0.5081425672680655
3350,p_multi_trump,0.45574161206612895
3350,p_multi_desantis,0.3489873726611583
3350,p_multi_other,0.1952710152727129
3350,p_switch_trump,0.18495228600807367
3350,p_switch_desantis,0.8150477139919264
3351,p_h2h_trump,0.48660907746045245
3351,p_h2h_desantis,0.5133909225395475
3351,p_multi_trump,0.4549629837175636
3351,p_multi_desantis,0.3465490271349916
3351,p_multi_other,0.19848798914744484
3351,p_switch_trump,0.1594358121053906
3351,p_switch_desantis,0.8405641878946093
3352,p_h2h_trump,0.4861153265429952
3352,p_h2h_desantis,0.5138846734570048
3352,p_multi_trump,0.456274596377178
3352,p_multi_desantis,0.3458420196029758
3352,p_multi_other,0.19788338401984623
3352,p_switch_trump,0.15079957477796327
3352,p_switch_desantis,0.8492004252220368
3353,p_h2h_trump,0.49373500308827734
3353,p_h2h_desantis,0.5062649969117226
3353,p_multi_trump,0.4607569265076154
3353,p_multi_desantis,0.3429360779988167
3353,p_multi_other,0.19630699549356778
3353,p_switch_trump,0.16799236572158985
3353,p_switch_desantis,0.8320076342784101
3354,p_h2h_trump,0.48272927133602417
3354,p_h2h_desantis,0.5172707286639758
3354,p_multi_trump,0.4635070216310488
3354,p_multi_desantis,0.34363942038149853
3354,p_multi_other,0.19285355798745263
3354,p_switch_trump,0.09967277713500103
3354,p_switch_desantis,0.900327222864999
3355,p_h2h_trump,0.49481176945139427
3355,p_h2h_desantis,0.5051882305486056
3355,p_multi_trump,0.4579394793861599
3355,p_multi_desantis,0.3494704700929973
3355,p_multi_other,0.19259005052084263
3355,p_switch_trump,0.19145480239252494
3355,p_switch_desantis,0.8085451976074751
3356,p_h2h_trump,0.49150500549243437
3356,p_h2h_desantis,0.5084949945075656
3356,p_multi_trump,0.45923618930930366
3356,p_multi_desantis,0.34777226278150836
3356,p_multi_other,0.19299154790918802
3356,p_switch_trump,0.16720326114133646
3356,p_switch_desantis,0.8327967388586637
3357,p_h2h_trump,0.4913683245366492
3357,p_h2h_desantis,0.5086316754633506
3357,p_multi_trump,0.4611699519528762
3357,p_multi_desantis,0.3466615297940145
3357,p_multi_other,0.1921685182531092
3357,p_switch_trump,0.1571452642622665
3357,p_switch_desantis,0.8428547357377335
3358,p_h2h_trump,0.48667202353180905
3358,p_h2h_desantis,0.5133279764681911
3358,p_multi_trump,0.4586003880292292
3358,p_multi_desantis,0.3442041669190645
3358,p_multi_other,0.1971954450517064
3358,p_switch_trump,0.14235438093014374
3358,p_switch_desantis,0.8576456190698564
3359,p_h2h_trump,0.4875524846419331
3359,p_h2h_desantis,0.5124475153580668
3359,p_multi_trump,0.4588677385340018
3359,p_multi_desantis,0.3499071319217343
3359,p_multi_other,0.19122512954426385
3359,p_switch_trump,0.15000510746832316
3359,p_switch_desantis,0.8499948925316769
3360,p_h2h_trump,0.4881727339218754
3360,p_h2h_desantis,0.5118272660781247
3360,p_multi_trump,0.46179705485148226
3360,p_multi_desantis,0.34483455231440524
3360,p_multi_other,0.19336839283411256
3360,p_switch_trump,0.13640119092793193
3360,p_switch_desantis,0.8635988090720681
3361,p_h2h_trump,0.47826928282802916
3361,p_h2h_desantis,0.521730717171971
3361,p_multi_trump,0.46054083724055045
3361,p_multi_desantis,0.34599602025005743
3361,p_multi_other,0.19346314250939226
3361,p_switch_trump,0.09163732873106856
3361,p_switch_desantis,0.9083626712689313
3362,p_h2h_trump,0.490892392728116
3362,p_h2h_desantis,0.5091076072718839
3362,p_multi_trump,0.45823030236288526
3362,p_multi_desantis,0.350101084064588
3362,p_multi_other,0.19166861357252668
3362,p_switch_trump,0.17040917527621988
3362,p_switch_desantis,0.8295908247237801
3363,p_h2h_trump,0.4824015017760897
