.draw,parameter,estimate
390,p_multi_desantis,0.3517856414106697
390,p_multi_other,0.19261920124591098
390,p_switch_trump,0.20765982256043972
390,p_switch_desantis,0.7923401774395603
391,p_h2h_trump,0.49457185385469393
391,p_h2h_desantis,0.505428146145306
391,p_multi_trump,0.4582012443388645
391,p_multi_desantis,0.3493394394841555
391,p_multi_other,0.1924593161769799
391,p_switch_trump,0.18897817075471732
391,p_switch_desantis,0.8110218292452827
392,p_h2h_trump,0.4821252341730317
392,p_h2h_desantis,0.5178747658269682
392,p_multi_trump,0.4573943007118848
392,p_multi_desantis,0.34571023935335354
392,p_multi_other,0.19689545993476168
392,p_switch_trump,0.1256043865579285
392,p_switch_desantis,0.8743956134420714
393,p_h2h_trump,0.48823677584461417
393,p_h2h_desantis,0.5117632241553858
393,p_multi_trump,0.4590680414777949
393,p_multi_desantis,0.3444634001062734
393,p_multi_other,0.1964685584159317
393,p_switch_trump,0.14846515188994214
393,p_switch_desantis,0.8515348481100578
394,p_h2h_trump,0.49382813178961593
394,p_h2h_desantis,0.5061718682103842
394,p_multi_trump,0.4596551695052386
394,p_multi_desantis,0.3433470888529806
394,p_multi_other,0.19699774164178085
394,p_switch_trump,0.17346880222879488
394,p_switch_desantis,0.8265311977712051
395,p_h2h_trump,0.4825178837340898
395,p_h2h_desantis,0.5174821162659101
395,p_multi_trump,0.46126473528813283
395,p_multi_desantis,0.3411889839478336
395,p_multi_other,0.19754628076403355
395,p_switch_trump,0.10758566733708141
395,p_switch_desantis,0.8924143326629186
396,p_h2h_trump,0.48240612914910724
396,p_h2h_desantis,0.5175938708508929
396,p_multi_trump,0.45858704825071356
396,p_multi_desantis,0.3434674485282084
396,p_multi_other,0.19794550322107818
396,p_switch_trump,0.12033150796960024
396,p_switch_desantis,0.8796684920303998
397,p_h2h_trump,0.48368045470916443
397,p_h2h_desantis,0.5163195452908356
397,p_multi_trump,0.4573227465197402
397,p_multi_desantis,0.35217126252857445
397,p_multi_other,0.19050599095168533
397,p_switch_trump,0.13835632180254565
397,p_switch_desantis,0.8616436781974542
398,p_h2h_trump,0.49569266236490095
398,p_h2h_desantis,0.504307337635099
398,p_multi_trump,0.4638329765855464
398,p_multi_desantis,0.3462352965612274
398,p_multi_other,0.18993172685322615
398,p_switch_trump,0.1677428321597623
398,p_switch_desantis,0.8322571678402377
399,p_h2h_trump,0.4778597192821465
399,p_h2h_desantis,0.5221402807178535
399,p_multi_trump,0.46328272124359643
399,p_multi_desantis,0.34557856325214964
399,p_multi_other,0.1911387155042539
399,p_switch_trump,0.07626397404677358
399,p_switch_desantis,0.9237360259532265
400,p_h2h_trump,0.4953586862274646
400,p_h2h_desantis,0.5046413137725354
400,p_multi_trump,0.46448222391912675
400,p_multi_desantis,0.34058146530526123
400,p_multi_other,0.19493631077561208
400,p_switch_trump,0.15839256516903744
400,p_switch_desantis,0.8416074348309626
401,p_h2h_trump,0.4788569496233864
401,p_h2h_desantis,0.5211430503766136
401,p_multi_trump,0.46247116481943307
401,p_multi_desantis,0.34265759268423923
401,p_multi_other,0.19487124249632765
401,p_switch_trump,0.08408518668044153
401,p_switch_desantis,0.9159148133195585
402,p_h2h_trump,0.4782656934559471
402,p_h2h_desantis,0.521734306544053
402,p_multi_trump,0.46519933992781065
402,p_multi_desantis,0.3392907322839334
402,p_multi_other,0.19550992778825593
402,p_switch_trump,0.06683217407909733
402,p_switch_desantis,0.9331678259209027
403,p_h2h_trump,0.48702207112247387
403,p_h2h_desantis,0.5129779288775262
403,p_multi_trump,0.4509854952803885
403,p_multi_desantis,0.34619890670086356
403,p_multi_other,0.20281559801874804
403,p_switch_trump,0.17768148107994217
403,p_switch_desantis,0.8223185189200578
404,p_h2h_trump,0.4902629461291588
404,p_h2h_desantis,0.5097370538708412
404,p_multi_trump,0.4585035830655043
404,p_multi_desantis,0.3438030052430702
404,p_multi_other,0.19769341169142554
404,p_switch_trump,0.1606495775045194
404,p_switch_desantis,0.8393504224954806
405,p_h2h_trump,0.4899617689299192
405,p_h2h_desantis,0.5100382310700808
405,p_multi_trump,0.4622585577520898
405,p_multi_desantis,0.34939019105093044
405,p_multi_other,0.18835125119697976
405,p_switch_trump,0.14708270320358577
405,p_switch_desantis,0.8529172967964143
406,p_h2h_trump,0.4871791149953723
406,p_h2h_desantis,0.5128208850046277
406,p_multi_trump,0.45554908781430603
406,p_multi_desantis,0.34866339167873295
406,p_multi_other,0.19578752050696108
406,p_switch_trump,0.1615528257325353
406,p_switch_desantis,0.8384471742674646
407,p_h2h_trump,0.48401330094367223
407,p_h2h_desantis,0.5159866990563279
407,p_multi_trump,0.46111690526556975
407,p_multi_desantis,0.342343640027242
407,p_multi_other,0.19653945470718834
407,p_switch_trump,0.11649770633695085
407,p_switch_desantis,0.8835022936630491
408,p_h2h_trump,0.48141328683270024
408,p_h2h_desantis,0.5185867131672997
408,p_multi_trump,0.4593135586324169
408,p_multi_desantis,0.3418440648066047
408,p_multi_other,0.19884237656097828
408,p_switch_trump,0.11114194359624396
408,p_switch_desantis,0.888858056403756
409,p_h2h_trump,0.48307112690004705
409,p_h2h_desantis,0.516928873099953
409,p_multi_trump,0.4640356948959027
409,p_multi_desantis,0.34010355623748767
409,p_multi_other,0.19586074886660967
409,p_switch_trump,0.09718860013707177
409,p_switch_desantis,0.9028113998629282
410,p_h2h_trump,0.4791217529835727
410,p_h2h_desantis,0.5208782470164273
410,p_multi_trump,0.4596602107103811
410,p_multi_desantis,0.34439028045430176
410,p_multi_other,0.19594950883531717
410,p_switch_trump,0.09931916843714957
410,p_switch_desantis,0.9006808315628504
411,p_h2h_trump,0.49056449535397695
411,p_h2h_desantis,0.509435504646023
411,p_multi_trump,0.45754504411449975
411,p_multi_desantis,0.34705480254130583
411,p_multi_other,0.1954001533441944
411,p_switch_trump,0.1689837529518923
411,p_switch_desantis,0.8310162470481077
412,p_h2h_trump,0.4878194606654807
412,p_h2h_desantis,0.5121805393345195
412,p_multi_trump,0.46139402960458714
412,p_multi_desantis,0.3423615045395202
412,p_multi_other,0.1962444658558928
412,p_switch_trump,0.134655675234676
412,p_switch_desantis,0.865344324765324
413,p_h2h_trump,0.48487254587316986
413,p_h2h_desantis,0.5151274541268303
413,p_multi_trump,0.45625909420759003
413,p_multi_desantis,0.34761628822853935
413,p_multi_other,0.19612461756387073
413,p_switch_trump,0.1458942381685534
413,p_switch_desantis,0.8541057618314466
414,p_h2h_trump,0.48322923245252725
414,p_h2h_desantis,0.5167707675474726
414,p_multi_trump,0.4570129866897278
414,p_multi_desantis,0.3504069603901142
414,p_multi_other,0.19258005292015795
414,p_switch_trump,0.1361316780490682
414,p_switch_desantis,0.8638683219509318
415,p_h2h_trump,0.4993701039351111
415,p_h2h_desantis,0.500629896064889
415,p_multi_trump,0.4560379988925347
415,p_multi_desantis,0.34799081375895946
415,p_multi_other,0.19597118734850583
415,p_switch_trump,0.22111467317650438
415,p_switch_desantis,0.7788853268234956
416,p_h2h_trump,0.48407411346998663
416,p_h2h_desantis,0.5159258865300134
416,p_multi_trump,0.4587209892269077
416,p_multi_desantis,0.349230437816044
416,p_multi_other,0.19204857295704833
416,p_switch_trump,0.13201412461809442
416,p_switch_desantis,0.8679858753819055
417,p_h2h_trump,0.4824828141695728
417,p_h2h_desantis,0.5175171858304274
417,p_multi_trump,0.45878680381334463
417,p_multi_desantis,0.34512857075963743
417,p_multi_other,0.19608462542701807
417,p_switch_trump,0.12084583533576287
417,p_switch_desantis,0.8791541646642372
418,p_h2h_trump,0.4858871597415469
418,p_h2h_desantis,0.5141128402584532
418,p_multi_trump,0.46100272253098296
418,p_multi_desantis,0.340407137564473
418,p_multi_other,0.19859013990454405
418,p_switch_trump,0.12530550218920777
418,p_switch_desantis,0.8746944978107922
419,p_h2h_trump,0.49052990985267875
419,p_h2h_desantis,0.5094700901473213
419,p_multi_trump,0.46617020475309395
419,p_multi_desantis,0.33611734397016607
419,p_multi_other,0.19771245127674003
419,p_switch_trump,0.12320774408632605
419,p_switch_desantis,0.8767922559136739
420,p_h2h_trump,0.4836280726988946
420,p_h2h_desantis,0.5163719273011054
420,p_multi_trump,0.4601970829021201
420,p_multi_desantis,0.3414558092456181
420,p_multi_other,0.19834710785226173
420,p_switch_trump,0.11813123997868934
420,p_switch_desantis,0.8818687600213108
421,p_h2h_trump,0.48274161133811905
421,p_h2h_desantis,0.5172583886618809
421,p_multi_trump,0.45701647884010427
421,p_multi_desantis,0.35024842920919336
421,p_multi_other,0.1927350919507023
421,p_switch_trump,0.13347404584005243
421,p_switch_desantis,0.8665259541599475
422,p_h2h_trump,0.4881302080712461
422,p_h2h_desantis,0.511869791928754
422,p_multi_trump,0.4593769674530277
422,p_multi_desantis,0.34551841539789396
422,p_multi_other,0.19510461714907842
422,p_switch_trump,0.1473734503999367
422,p_switch_desantis,0.8526265496000632
423,p_h2h_trump,0.4860638260449676
423,p_h2h_desantis,0.5139361739550323
423,p_multi_trump,0.4568911974861455
423,p_multi_desantis,0.34455909618771174
423,p_multi_other,0.19854970632614272
423,p_switch_trump,0.1469285908230075
423,p_switch_desantis,0.8530714091769925
424,p_h2h_trump,0.4882576382333338
424,p_h2h_desantis,0.5117423617666663
424,p_multi_trump,0.4633121760548105
424,p_multi_desantis,0.3395207776869801
424,p_multi_other,0.19716704625820947
424,p_switch_trump,0.12651942934649824
424,p_switch_desantis,0.8734805706535017
425,p_h2h_trump,0.4826728935601199
425,p_h2h_desantis,0.5173271064398801
425,p_multi_trump,0.4569224345917655
425,p_multi_desantis,0.34838924800751653
425,p_multi_other,0.19468831740071801
425,p_switch_trump,0.13226504451909873
425,p_switch_desantis,0.8677349554809012
426,p_h2h_trump,0.48535559095813885
426,p_h2h_desantis,0.5146444090418612
426,p_multi_trump,0.4630099059215595
426,p_multi_desantis,0.336103365467109
426,p_multi_other,0.20088672861133147
426,p_switch_trump,0.111235247798838
426,p_switch_desantis,0.8887647522011619
427,p_h2h_trump,0.48459608179145025
427,p_h2h_desantis,0.5154039182085498
427,p_multi_trump,0.46178016100032776
427,p_multi_desantis,0.3377283409229064
427,p_multi_other,0.20049149807676592
427,p_switch_trump,0.11379994169322112
427,p_switch_desantis,0.8862000583067788
428,p_h2h_trump,0.48248390879823916
428,p_h2h_desantis,0.5175160912017607
428,p_multi_trump,0.45583680723372694
428,p_multi_desantis,0.343614003893648
428,p_multi_other,0.20054918887262496
428,p_switch_trump,0.1328706524035688
428,p_switch_desantis,0.8671293475964311
429,p_h2h_trump,0.4949532911202947
429,p_h2h_desantis,0.5050467088797052
429,p_multi_trump,0.46309089044322926
429,p_multi_desantis,0.3410221563793316
429,p_multi_other,0.19588695317743904
429,p_switch_trump,0.16265708440624793
429,p_switch_desantis,0.8373429155937521
430,p_h2h_trump,0.4920519983503923
430,p_h2h_desantis,0.5079480016496077
430,p_multi_trump,0.4628880544945873
430,p_multi_desantis,0.34161735918419567
430,p_multi_other,0.19549458632121705
430,p_switch_trump,0.1491803144251052
430,p_switch_desantis,0.8508196855748948
431,p_h2h_trump,0.49230063947139985
431,p_h2h_desantis,0.5076993605286001
431,p_multi_trump,0.46075097741555476
431,p_multi_desantis,0.34469086066509386
431,p_multi_other,0.1945581619193513
431,p_switch_trump,0.1621605680512294
431,p_switch_desantis,0.8378394319487705
432,p_h2h_trump,0.4853386226151769
432,p_h2h_desantis,0.514661377384823
432,p_multi_trump,0.4553181995746027
432,p_multi_desantis,0.3515330375612149
432,p_multi_other,0.19314876286418237
432,p_switch_trump,0.15542643191395375
432,p_switch_desantis,0.8445735680860463
433,p_h2h_trump,0.49990169212651564
433,p_h2h_desantis,0.5000983078734844
433,p_multi_trump,0.4663718054775999
433,p_multi_desantis,0.3390329498002033
433,p_multi_other,0.19459524472219683
433,p_switch_trump,0.1723057862836415
433,p_switch_desantis,0.8276942137163584
434,p_h2h_trump,0.47662543629657084
434,p_h2h_desantis,0.523374563703429
434,p_multi_trump,0.45377937293519566
434,p_multi_desantis,0.3490721954843833
434,p_multi_other,0.197148431580421
434,p_switch_trump,0.11588255193425565
434,p_switch_desantis,0.8841174480657443
435,p_h2h_trump,0.4754041147270011
435,p_h2h_desantis,0.5245958852729988
435,p_multi_trump,0.45537444374396424
435,p_multi_desantis,0.3515449841415473
435,p_multi_other,0.19308057211448848
435,p_switch_trump,0.1037373712108132
435,p_switch_desantis,0.8962626287891867
436,p_h2h_trump,0.49319499931136573
436,p_h2h_desantis,0.5068050006886343
436,p_multi_trump,0.459993711630019
436,p_multi_desantis,0.3396895807513372
436,p_multi_other,0.2003167076186438
436,p_switch_trump,0.16574397650621436
436,p_switch_desantis,0.8342560234937856
437,p_h2h_trump,0.49436017158851997
437,p_h2h_desantis,0.50563982841148
437,p_multi_trump,0.46171599830081544
437,p_multi_desantis,0.3427222696184331
437,p_multi_other,0.19556173208075145
437,p_switch_trump,0.16692515933651633
437,p_switch_desantis,0.8330748406634837
438,p_h2h_trump,0.48155461973436803
438,p_h2h_desantis,0.5184453802656319
438,p_multi_trump,0.4565481694207866
438,p_multi_desantis,0.3482744575771363
438,p_multi_other,0.1951773730020771
438,p_switch_trump,0.1281216666099678
438,p_switch_desantis,0.8718783333900322
439,p_h2h_trump,0.49152630871746916
439,p_h2h_desantis,0.5084736912825308
439,p_multi_trump,0.464831431730326
439,p_multi_desantis,0.34210457411620154
439,p_multi_other,0.19306399415347245
439,p_switch_trump,0.13826957794068334
439,p_switch_desantis,0.8617304220593167
440,p_h2h_trump,0.4709994593285174
440,p_h2h_desantis,0.5290005406714826
440,p_multi_trump,0.4537611776213596
440,p_multi_desantis,0.3488383752537363
440,p_multi_other,0.1974004471249041
440,p_switch_trump,0.08732645725088135
440,p_switch_desantis,0.9126735427491186
441,p_h2h_trump,0.47991452346873276
441,p_h2h_desantis,0.5200854765312672
441,p_multi_trump,0.4598520998861117
441,p_multi_desantis,0.3445035280741111
441,p_multi_other,0.1956443720397772
441,p_switch_trump,0.10254536521266303
441,p_switch_desantis,0.897454634787337
442,p_h2h_trump,0.49225012059124607
442,p_h2h_desantis,0.5077498794087539
442,p_multi_trump,0.458725692972978
442,p_multi_desantis,0.34954450436144163
442,p_multi_other,0.19172980266558037
442,p_switch_trump,0.1748524598272402
442,p_switch_desantis,0.8251475401727598
443,p_h2h_trump,0.48667519402676185
443,p_h2h_desantis,0.513324805973238
443,p_multi_trump,0.46649271662456326
443,p_multi_desantis,0.3423734040970082
443,p_multi_other,0.19113387927842848
443,p_switch_trump,0.10559340645620655
443,p_switch_desantis,0.8944065935437934
444,p_h2h_trump,0.4829712015325779
444,p_h2h_desantis,0.517028798467422
444,p_multi_trump,0.461486792309415
444,p_multi_desantis,0.34323565005263895
444,p_multi_other,0.19527755763794594
444,p_switch_trump,0.11001985831365244
444,p_switch_desantis,0.8899801416863476
445,p_h2h_trump,0.4862290410565833
445,p_h2h_desantis,0.5137709589434166
445,p_multi_trump,0.4610766416932584
445,p_multi_desantis,0.34708273751008517
445,p_multi_other,0.19184062079665634
445,p_switch_trump,0.13111091519030002
445,p_switch_desantis,0.8688890848097001
446,p_h2h_trump,0.49039126535416144
446,p_h2h_desantis,0.5096087346458384
446,p_multi_trump,0.4609988002941313
446,p_multi_desantis,0.3469210002602543
446,p_multi_other,0.19208019944561436
446,p_switch_trump,0.15302183746613784
446,p_switch_desantis,0.846978162533862
447,p_h2h_trump,0.49557721011024497
447,p_h2h_desantis,0.504422789889755
447,p_multi_trump,0.45975046475278136
447,p_multi_desantis,0.3491205734587066
447,p_multi_other,0.19112896178851196
447,p_switch_trump,0.18744801950583834
447,p_switch_desantis,0.8125519804941617
448,p_h2h_trump,0.4897755726506858
448,p_h2h_desantis,0.5102244273493143
448,p_multi_trump,0.4635433943046905
448,p_multi_desantis,0.3417026726752013
448,p_multi_other,0.1947539330201082
448,p_switch_trump,0.13469395939381007
448,p_switch_desantis,0.8653060406061899
449,p_h2h_trump,0.4755261942202121
449,p_h2h_desantis,0.524473805779788
449,p_multi_trump,0.45342714950986207
449,p_multi_desantis,0.3525326443923594
449,p_multi_other,0.19404020609777858
449,p_switch_trump,0.1138889983409629
449,p_switch_desantis,0.8861110016590371
450,p_h2h_trump,0.48981070442754826
450,p_h2h_desantis,0.5101892955724516
450,p_multi_trump,0.4564022150960709
450,p_multi_desantis,0.34968598608600576
450,p_multi_other,0.19391179881792328
450,p_switch_trump,0.17228703738057133
450,p_switch_desantis,0.8277129626194287
451,p_h2h_trump,0.4762964745461191
451,p_h2h_desantis,0.5237035254538808
451,p_multi_trump,0.4618677308588503
451,p_multi_desantis,0.34785497444315167
451,p_multi_other,0.19027729469799798
451,p_switch_trump,0.07583008634934443
451,p_switch_desantis,0.9241699136506555
452,p_h2h_trump,0.4852617733398739
452,p_h2h_desantis,0.5147382266601261
452,p_multi_trump,0.4644916425972263
452,p_multi_desantis,0.34279031549904654
452,p_multi_other,0.19271804190372727
452,p_switch_trump,0.1077747082601814
452,p_switch_desantis,0.8922252917398187
453,p_h2h_trump,0.4907789666444509
453,p_h2h_desantis,0.509221033355549
453,p_multi_trump,0.46914459230693994
453,p_multi_desantis,0.33904463809378876
453,p_multi_other,0.19181076959927124
453,p_switch_trump,0.11279019620592333
453,p_switch_desantis,0.8872098037940767
454,p_h2h_trump,0.47982467889257935
454,p_h2h_desantis,0.5201753211074206
454,p_multi_trump,0.46294416703482816
454,p_multi_desantis,0.3446145832286001
454,p_multi_other,0.19244124973657162
454,p_switch_trump,0.08771774180877806
454,p_switch_desantis,0.912282258191222
455,p_h2h_trump,0.48378154112607585
455,p_h2h_desantis,0.5162184588739243
455,p_multi_trump,0.46600023101954735
455,p_multi_desantis,0.33772952617109736
455,p_multi_other,0.19627024280935534
455,p_switch_trump,0.09059605700799059
455,p_switch_desantis,0.9094039429920094
456,p_h2h_trump,0.48170160315999627
456,p_h2h_desantis,0.5182983968400037
456,p_multi_trump,0.45511097673048523
456,p_multi_desantis,0.3441807681912498
456,p_multi_other,0.2007082550782649
456,p_switch_trump,0.13248396992511452
456,p_switch_desantis,0.8675160300748854
457,p_h2h_trump,0.4913250082629512
457,p_h2h_desantis,0.5086749917370488
457,p_multi_trump,0.4617068603782273
457,p_multi_desantis,0.3468427587020851
457,p_multi_other,0.19145038091968755
457,p_switch_trump,0.15470404259549933
457,p_switch_desantis,0.8452959574045007
458,p_h2h_trump,0.4795522384771669
458,p_h2h_desantis,0.5204477615228331
458,p_multi_trump,0.4620373291049228
458,p_multi_desantis,0.3460727211508053
458,p_multi_other,0.19188994974427184
458,p_switch_trump,0.09127580363424899
458,p_switch_desantis,0.9087241963657511
459,p_h2h_trump,0.4759294172941945
459,p_h2h_desantis,0.5240705827058055
459,p_multi_trump,0.4594913302539196
459,p_multi_desantis,0.34808012304456487
459,p_multi_other,0.19242854670151566
459,p_switch_trump,0.08542436827615185
459,p_switch_desantis,0.914575631723848
460,p_h2h_trump,0.49168990877861135
460,p_h2h_desantis,0.5083100912213887
460,p_multi_trump,0.46402490688360826
460,p_multi_desantis,0.34079267990517137
460,p_multi_other,0.19518241321122043
460,p_switch_trump,0.14173921430649028
460,p_switch_desantis,0.8582607856935097
461,p_h2h_trump,0.48947443252470446
461,p_h2h_desantis,0.5105255674752955
461,p_multi_trump,0.4599392673222214
461,p_multi_desantis,0.3470070321764252
461,p_multi_other,0.19305370050135343
461,p_switch_trump,0.1529893761465401
461,p_switch_desantis,0.8470106238534599
462,p_h2h_trump,0.4852897366893581
462,p_h2h_desantis,0.5147102633106418
462,p_multi_trump,0.46626473569352994
462,p_multi_desantis,0.3453583420359973
462,p_multi_other,0.1883769222704727
462,p_switch_trump,0.10099432970091708
462,p_switch_desantis,0.899005670299083
463,p_h2h_trump,0.49369949327459095
463,p_h2h_desantis,0.5063005067254092
463,p_multi_trump,0.4601152708026391
463,p_multi_desantis,0.34536125716571425
463,p_multi_other,0.1945234720316467
463,p_switch_trump,0.172648689236269
463,p_switch_desantis,0.8273513107637309
464,p_h2h_trump,0.48497482469608777
464,p_h2h_desantis,0.5150251753039121
464,p_multi_trump,0.4582508351978171
464,p_multi_desantis,0.3423997909675259
464,p_multi_other,0.19934937383465695
464,p_switch_trump,0.13405604935802753
464,p_switch_desantis,0.8659439506419725
465,p_h2h_trump,0.47987991255108164
465,p_h2h_desantis,0.5201200874489185
465,p_multi_trump,0.45988201529014344
465,p_multi_desantis,0.34019314188185534
465,p_multi_other,0.1999248428280013
465,p_switch_trump,0.10002707506511711
465,p_switch_desantis,0.8999729249348829
466,p_h2h_trump,0.4764069952830552
466,p_h2h_desantis,0.5235930047169448
466,p_multi_trump,0.45771905555361986
466,p_multi_desantis,0.3423784891915784
466,p_multi_other,0.19990245525480174
466,p_switch_trump,0.09348529364291765
466,p_switch_desantis,0.9065147063570824
467,p_h2h_trump,0.485701739798145
467,p_h2h_desantis,0.5142982602018551
467,p_multi_trump,0.45238622210153495
467,p_multi_desantis,0.3516799616690643
467,p_multi_other,0.1959338162294008
467,p_switch_trump,0.1700345470615649
467,p_switch_desantis,0.8299654529384352
468,p_h2h_trump,0.4930963139302538
468,p_h2h_desantis,0.5069036860697462
468,p_multi_trump,0.45996692705547393
468,p_multi_desantis,0.3459820089727342
468,p_multi_other,0.19405106397179195
468,p_switch_trump,0.17072509780000866
468,p_switch_desantis,0.8292749021999912
469,p_h2h_trump,0.4975715054191124
469,p_h2h_desantis,0.5024284945808877
469,p_multi_trump,0.4602418428191334
469,p_multi_desantis,0.34501034770053013
469,p_multi_other,0.1947478094803365
469,p_switch_trump,0.19168206666657334
469,p_switch_desantis,0.8083179333334266
470,p_h2h_trump,0.48054760416656866
470,p_h2h_desantis,0.5194523958334314
470,p_multi_trump,0.4651537561254599
470,p_multi_desantis,0.3410563149368745
470,p_multi_other,0.1937899289376656
470,p_switch_trump,0.07943574841838322
470,p_switch_desantis,0.9205642515816167
471,p_h2h_trump,0.49183818798156675
471,p_h2h_desantis,0.5081618120184332
471,p_multi_trump,0.4587358208877736
471,p_multi_desantis,0.3438387364638777
471,p_multi_other,0.19742544264834877
471,p_switch_trump,0.1676702184366106
471,p_switch_desantis,0.8323297815633894
472,p_h2h_trump,0.4814138760202849
472,p_h2h_desantis,0.5185861239797152
472,p_multi_trump,0.4555207013286819
472,p_multi_desantis,0.34508360174807645
472,p_multi_other,0.19939569692324177
472,p_switch_trump,0.129858242134336
472,p_switch_desantis,0.870141757865664
473,p_h2h_trump,0.49113240357081955
473,p_h2h_desantis,0.5088675964291803
473,p_multi_trump,0.46518526928685194
473,p_multi_desantis,0.3439238058933514
473,p_multi_other,0.1908909248197965
473,p_switch_trump,0.1359264947166138
473,p_switch_desantis,0.8640735052833862
474,p_h2h_trump,0.488526738414684
474,p_h2h_desantis,0.5114732615853161
474,p_multi_trump,0.46294550231180404
474,p_multi_desantis,0.3461022225151526
474,p_multi_other,0.1909522751730435
474,p_switch_trump,0.13396664731906413
474,p_switch_desantis,0.8660333526809357
475,p_h2h_trump,0.48942443280991077
475,p_h2h_desantis,0.5105755671900892
475,p_multi_trump,0.4564475765617314
475,p_multi_desantis,0.3447244252188441
475,p_multi_other,0.19882799821942446
475,p_switch_trump,0.16585620004978593
475,p_switch_desantis,0.8341437999502141
476,p_h2h_trump,0.48829850856721
476,p_h2h_desantis,0.5117014914327901
476,p_multi_trump,0.4657838145822989
476,p_multi_desantis,0.3399601613231861
476,p_multi_other,0.19425602409451506
476,p_switch_trump,0.11590216617404166
476,p_switch_desantis,0.8840978338259584
477,p_h2h_trump,0.4841633965517911
477,p_h2h_desantis,0.5158366034482089
477,p_multi_trump,0.45295761874656837
477,p_multi_desantis,0.34972202331127267
477,p_multi_other,0.19732035794215894
477,p_switch_trump,0.15814778632405554
477,p_switch_desantis,0.8418522136759445
478,p_h2h_trump,0.4833443219097077
478,p_h2h_desantis,0.5166556780902922
478,p_multi_trump,0.46487016859583014
478,p_multi_desantis,0.3419067885932461
478,p_multi_other,0.19322304281092376
478,p_switch_trump,0.09561050817295762
478,p_switch_desantis,0.9043894918270424
479,p_h2h_trump,0.4898747582294478
479,p_h2h_desantis,0.5101252417705522
479,p_multi_trump,0.45576766639877736
479,p_multi_desantis,0.34898330060218574
479,p_multi_other,0.19524903299903684
479,p_switch_trump,0.17468507427045085
479,p_switch_desantis,0.8253149257295491
480,p_h2h_trump,0.48447085449866606
480,p_h2h_desantis,0.515529145501334
480,p_multi_trump,0.45894501168661944
480,p_multi_desantis,0.3455991427173427
480,p_multi_other,0.19545584559603796
480,p_switch_trump,0.13059646660454785
480,p_switch_desantis,0.8694035333954522
481,p_h2h_trump,0.48999313830065955
481,p_h2h_desantis,0.5100068616993405
481,p_multi_trump,0.4607438584937064
481,p_multi_desantis,0.3437063577385051
481,p_multi_other,0.19554978376778845
481,p_switch_trump,0.1495745954988427
481,p_switch_desantis,0.8504254045011573
482,p_h2h_trump,0.4883286886542527
482,p_h2h_desantis,0.5116713113457472
482,p_multi_trump,0.45929615444795474
482,p_multi_desantis,0.3420725982387985
482,p_multi_other,0.19863124731324666
482,p_switch_trump,0.14616297586105825
482,p_switch_desantis,0.8538370241389417
483,p_h2h_trump,0.47961162226461124
483,p_h2h_desantis,0.5203883777353887
483,p_multi_trump,0.46137831958609343
483,p_multi_desantis,0.34440331125738877
483,p_multi_other,0.19421836915651777
483,p_switch_trump,0.09388042314279689
483,p_switch_desantis,0.9061195768572031
484,p_h2h_trump,0.48878098202877623
484,p_h2h_desantis,0.5112190179712238
484,p_multi_trump,0.4623795969620124
484,p_multi_desantis,0.34121542687183515
484,p_multi_other,0.1964049761661525
484,p_switch_trump,0.1344231983431473
484,p_switch_desantis,0.8655768016568527
485,p_h2h_trump,0.48544977385613247
485,p_h2h_desantis,0.5145502261438675
485,p_multi_trump,0.46174210215260614
485,p_multi_desantis,0.3481843614453011
485,p_multi_other,0.19007353640209265
485,p_switch_trump,0.12472894518768655
485,p_switch_desantis,0.8752710548123134
486,p_h2h_trump,0.4877321505311742
486,p_h2h_desantis,0.5122678494688259
486,p_multi_trump,0.45785326963448125
486,p_multi_desantis,0.34296470648709865
486,p_multi_other,0.19918202387842016
486,p_switch_trump,0.1500079189622598
486,p_switch_desantis,0.8499920810377403
487,p_h2h_trump,0.48525314865510916
487,p_h2h_desantis,0.5147468513448908
487,p_multi_trump,0.45578294816279713
487,p_multi_desantis,0.3453561342302601
487,p_multi_other,0.19886091760694277
487,p_switch_trump,0.1481950342327253
487,p_switch_desantis,0.8518049657672747
488,p_h2h_trump,0.48318385796998214
488,p_h2h_desantis,0.5168161420300177
488,p_multi_trump,0.46044781608840035
488,p_multi_desantis,0.3455059531808002
488,p_multi_other,0.19404623073079932
488,p_switch_trump,0.11716817067744816
488,p_switch_desantis,0.8828318293225518
489,p_h2h_trump,0.4933902191985833
489,p_h2h_desantis,0.5066097808014166
489,p_multi_trump,0.4623925690097531
489,p_multi_desantis,0.3437482453488002
489,p_multi_other,0.19385918564144655
489,p_switch_trump,0.15989776334953784
489,p_switch_desantis,0.840102236650462
490,p_h2h_trump,0.47944797797389954
490,p_h2h_desantis,0.5205520220261005
490,p_multi_trump,0.4583942238086464
490,p_multi_desantis,0.3484543807339165
490,p_multi_other,0.19315139545743715
490,p_switch_trump,0.1090013049887207
490,p_switch_desantis,0.8909986950112794
491,p_h2h_trump,0.4832633540089477
491,p_h2h_desantis,0.5167366459910523
491,p_multi_trump,0.45504324631838206
491,p_multi_desantis,0.34675456891068074
491,p_multi_other,0.1982021847709372
491,p_switch_trump,0.1423804067708925
491,p_switch_desantis,0.8576195932291075
492,p_h2h_trump,0.490254872767933
492,p_h2h_desantis,0.509745127232067
492,p_multi_trump,0.4561915150359161
492,p_multi_desantis,0.33906710798076
492,p_multi_other,0.20474137698332387
492,p_switch_trump,0.16637261228731184
